Assets_Total,Cash,Debt_in_Current_Liabilities_Total,Long_Term_Debt_Total,Earnings_Before_Interest,Gross_Profit_(Loss),Liabilities_Total,Retained_Earnings,Total_debt/total_asset,total_asset/total_libiilities,EBTI/total_asset,gross_profit/rev,EBTI/REV,Dividends_per_Share_Pay_Date_Calendar,Sales/Turnover_(Net),Stockholders_Equity_Total,Interest_and_Related_Expense_Total,Market_Value_Total_Fiscal,Book_Value_Per_Share,Common_Equity_Liquidation_Value,Comprehensive_Income_Parent,Employees,Inventories_Total,Earnings_Per_Share_from_Operations,Revenue_Total,Operating_Activities_Net_Cash_Flow,Financing_Activities_Net_Cash_Flow,Net_Cash_Flow,ID,Year,Rating
675.979,33.462,9.505,220.105,34.688,80.838,310.774,28.423,0.325609228,2.17514657,0.051315204,0.223067838,0.095719552,0,362.392,365.205,10.874,360.7373,17.494,365.205,20.022,0.397,561.039,0.98,362.392,-129.671,286.847,157.176,439,2014,4
12864.8,707.8,21.2,3951.5,586.5,1504.7,7906.8,-220.1,0.30715596,1.627055193,0.045589516,0.592308298,0.230869154,0,2540.4,4958,82.6,10451.0895,42.7672,4958,-362.1,5.5,396.6,1.21,2540.4,373.4,2953.9,3327.3,440,2014,3
6830.654,578.768,3219.283,428.959,234.121,234.121,5308.077,274.913,0.062799111,1.286841544,0.034275049,0.179372139,0.179372139,0,1305.225,1522.577,74.058,1361.419,13.0291,1522.577,61.834,1.093,2707.371,0.47,1305.225,242.524,-349.925,-107.401,441,2014,3
5752,391,160,3890,361,361,4272,-6,0.676286509,1.346441948,0.062760779,0.619210978,0.619210978,1.42,583,1480,167,1630.384,35.6792,1234,7,0,18,0.66,583,223,1177,1400,442,2014,3
11573.495,245.979,0,4362.55,1754.099,1998.525,6099.665,867.447,0.376943179,1.897398464,0.151561737,0.745542469,0.65436024,0,2680.632,5473.83,160.051,10634.8818,16.7274,4383.793,673.587,0.444,0,2.52,2680.632,998.121,3320.021,4318.142,443,2014,3
1934.257,328.105,0,492.443,474.905,1117.332,1075.552,351.439,0.254590264,1.798385387,0.245523216,0.073127119,0.031081572,0,15279.311,858.705,34.746,3147.5906,18.7859,858.705,243.863,9.45,182.914,5.3,15279.311,305.581,-122.803,182.778,444,2014,3
1647.435,8.731,24.69,665.119,221.398,221.398,1065.025,-176.135,0.403730041,1.546851013,0.134389521,0.256029586,0.256029586,0,864.736,566.966,32.785,1300.5052,6.2963,243.339,31.98,5,0,1.07,864.736,210.581,-99.144,111.437,445,2014,4
5583.082,1510.724,112.32,1494.97,-330.701,1154.568,1956.679,-1582.47,0.267767874,2.853345899,-0.059232696,0.822926838,-0.235709571,0,1403.002,3626.403,35.885,23042.35,5.6452,3626.403,-587.521,3.638,0,-0.96,1403.002,81.796,1691.722,1773.518,446,2014,3
2289.947,56.292,0,500,188.052,227.463,964.176,2.498,0.218345665,2.375030077,0.082120678,0.806820963,0.667028465,0,281.925,1325.771,14.031,1958.5066,17.018,1325.771,2.498,0.079,0,1.34,281.925,223.157,636.826,859.983,447,2014,4
1111.47,56.02,10.573,564.887,74.653,74.653,770.696,-2553.424,0.50823414,1.442163966,0.067166005,0.14162806,0.14162806,0,527.106,340.774,172.999,515.998,7.5756,341.098,-192.304,4,48.442,-3.67,527.106,44.089,7.863,51.952,448,2014,4
3527.949,256.13,0.68,900,149.343,209.585,1562.781,153.346,0.255105729,2.257481375,0.042331394,0.536102542,0.382008073,0,390.942,1965.168,53.591,2857.8126,11.1733,1522.71,218.454,0.29,0,0.74,390.942,85.075,1620.908,1705.983,449,2014,4
700.981,15.627,0,349.125,115.078,148.346,397.608,14.936,0.498052016,1.762995211,0.164167074,0.349458895,0.271089418,0,424.502,303.373,22.169,781.3434,6.884,303.373,13.085,0.538,29.564,0.54,424.502,79.959,-65.621,14.338,450,2014,4
4023.6,28.5,0,2198.3,371.5,595.8,2578.1,-467.1,0.546351526,1.560684225,0.092330252,0.440094549,0.274412764,5.67,1353.8,1445.5,84.8,3666.344,10.582,1445.5,291.9,2.531,0,2.7,1353.8,262.8,536.6,799.4,451,2014,3
4649.21,11.943,42.006,1201.311,351.016,351.016,2855.173,34.72,0.25839035,1.628346163,0.075500139,0.192981935,0.192981935,0.84,1818.906,1794.037,48.342,2146.9025,34.4451,1794.037,108.009,3.3,212.8,2.1,1818.906,246.663,59.212,305.875,452,2014,1
825.095,123.709,2.25,219.802,74.955,283.903,340.968,-0.468,0.266395991,2.419860515,0.090844085,0.435218442,0.114904733,0.54,652.323,484.127,17.685,885.3216,12.9218,484.127,-8.132,6.133,9.824,0.2,652.323,41.446,132.055,173.501,453,2014,4
686.515,36.675,17.911,329.613,122.166,122.166,680.346,3.545,0.480124979,1.009067445,0.177950955,0.071526682,0.071526682,0.175,1707.978,6.169,9.801,582.6676,0.2425,6.169,53.08,7.595,16.651,2.67,1707.978,130.574,-0.667,129.907,454,2014,4
5900,519,7,1368,524,2000,3029,-9795,0.231864407,1.94783757,0.088813559,0.609570253,0.159707406,0.19,3281,2871,51,2683.7205,26.3274,2871,34,7,48,2.43,3281,281,98,379,455,2014,3
1887.72,0,0,380.719,254.6,276.299,765.891,93.927,0.201681923,2.464737149,0.134871697,0.404237265,0.372490699,0.299,683.507,1121.829,36.501,817.7912,10.8508,1121.829,-2.347,0.274,4.587,0.09,683.507,193.775,96.817,290.592,456,2014,4
3265.707,109.857,19.001,1866.698,348.094,506.691,2457.252,-324.21,0.571606087,1.32900777,0.106590701,0.518652156,0.35631125,0,976.938,808.455,120.994,2883.1317,6.1623,805.38,-340.424,7.719,0,0.07,976.938,286.082,-165.521,120.561,457,2014,4
1729.292,106.847,0,588.117,126.666,562.854,1212.084,27.584,0.340091205,1.4267097,0.073247317,0.159257256,0.035839631,0,3534.244,517.208,37.602,1160.1662,7.0125,517.208,-2.283,9.37,223.404,0.48,3534.244,125.337,45.181,170.518,458,2014,4
1303.731,2.413,0,395.864,120.697,120.697,468.326,26.815,0.303639324,2.78381085,0.092578147,0.739021553,0.739021553,1.14,163.32,835.405,15.078,904.8655,15.5288,835.405,85.05,0,0,1.68,163.32,-148.831,147.773,-1.058,459,2014,2
472.323,11.821,2.969,286.422,90.48,229.111,457.174,-117.308,0.606411291,1.03313618,0.191563824,0.331126412,0.130767697,0.2,691.914,15.149,33.081,851.4844,0.3905,15.149,-5.415,1.1,143.184,0.45,691.914,-0.712,4.779,4.067,460,2014,4
2058.3,89.3,91.9,692.4,415.3,1085.6,1491.1,550.7,0.336394112,1.380390316,0.20176845,0.382078626,0.146165488,3.775,2841.3,567.2,47.7,3338.5,9.1219,553.7,157.5,6.7,385.1,3.35,2841.3,240.9,-124.3,116.6,461,2014,3
2867.877,128.019,61.123,1332.954,255.479,438.497,1803.01,781.34,0.464787716,1.590605155,0.08908297,1,0.582624282,0,438.497,1050.643,84.523,1620.3319,19.1376,917.704,108.171,0.15,0,2.55,438.497,162.521,-272.331,-109.81,462,2014,4
3050,810,0,1099,628,1702,2281,-235,0.360327869,1.337132836,0.205901639,0.580293215,0.21411524,0,2933,769,3,5275.7145,4.5915,769,288,9.6,498,2.43,2933,563,335,898,463,2014,2
3107.7,86.2,233,1565,172.9,387.2,2410,107.1,0.503587862,1.289502075,0.055636001,0.184135438,0.082223702,0.2342,2102.8,697.7,39.7,640.3422,6.1747,574.7,-23.4,9.193,271.3,0.55,2102.8,56.7,835.7,892.4,464,2014,4
23535,2806,15779,7434,1414,4254,28277,-13119,0.315869981,0.832301871,0.060080731,0.499530296,0.166040395,0,8516,-4742,2715,2275.05,-34.4621,-4997,-2785,68,43,-13.33,8516,-795,1514,719,465,2014,4
1338.357,19.913,12.59,694.257,43.831,55.753,930.363,269.667,0.518738274,1.438532057,0.032749857,0.425891268,0.334820371,0,130.909,407.994,40.338,748.1906,5.4422,407.994,-34.746,0.877,21.402,-0.04,130.909,16.886,339.466,356.352,466,2014,4
1303.88,65.977,8.4,936.416,269.385,308.347,1366.292,-124.92,0.718176519,0.95432016,0.206602601,0.321969867,0.281286514,0.14,957.689,-62.412,35.778,950.3368,-1.4645,-62.412,3.329,1.3,140.209,2.62,957.689,187.752,-31.314,156.438,467,2014,3
1648.89,NA,0.534,742.593,150.427,424.033,1802.519,-497.385,0.450359333,0.91476983,0.091229251,0.346570365,0.122946894,0.74,1223.512,-348.58,55.265,1128.8205,-8.8808,-441.235,-31.012,5.25,0,0.26,1223.512,133.942,-15.428,118.514,468,2014,4
12727.802,23.153,35.47,3535.9,1351.912,1510.255,7023.946,3392.256,0.277809161,1.812058635,0.10621724,0.624816931,0.559307869,0.25,2417.116,5703.856,207.205,2872.8493,16.1416,5703.856,635.558,1.523,0,2.02,2417.116,1222.825,-135.104,1087.721,469,2014,3
3199.429,18.32,81.53,1210.355,128.898,170.002,1846.147,-326.014,0.378303441,1.733030468,0.040287814,0.507007053,0.384420155,0,335.305,1353.282,85.899,2948.1852,12.9077,1353.282,-114.189,0.298,0,-0.79,335.305,118.504,682.602,801.106,470,2014,4
75707,11828,2605,24856,3969,3969,65229,1069,0.328318385,1.160634074,0.052425799,0.311856683,0.311856683,0,12727,10478,452,NA,12.5671,10478,2112,11,332,2.54,12727,5340,14237,19577,471,2014,2
5308.996,491.481,0,1852.186,673.671,818.012,2867.63,94.718,0.348876887,1.851353208,0.126892354,0.348010541,0.286602897,0.25,2350.538,2441.366,110.688,2067.3092,8.3374,2441.366,102.919,7.834,9.17,0.49,2350.538,680.159,329.704,1009.863,472,2014,3
3378.018,468.393,80.133,1517.962,67.289,67.289,1837.759,-27.254,0.449364687,1.8381180559999999,0.019919669,0.534616729,0.534616729,0.1717,125.864,1515.921,104.112,1303.6918,11.1657,471.392,-41.44,0,0,-0.99,125.864,82.578,1912.96,1995.538,473,2014,3
105134,6726,508,20401,12403,29711,48473,14770,0.194047596,2.16891878,0.117973253,0.630244792,0.263098723,0.74,47142,56661,564,128849.61,11.0934,56654,7922,74.042,1591,1.61,47142,12332,-6888,5444,474,2014,1
8414.7,736.1,117.5,4187.3,901.5,1659.5,6351.7,-3598,0.497617265,1.324794937,0.107133944,0.655747422,0.35622555,0,2530.7,2063,220.6,6763.0588,7.4216,2063,-0.5,5.351,330.6,0.33,2530.7,508.4,-525.1,-16.7,475,2014,3
2527.6,149,3.9,632.3,322.4,684.6,1036.4,-11.8,0.250158253,2.438826708,0.127551828,0.409425274,0.192811435,0,1672.1,1491.2,7,2115.9919,32.044,1491.2,16.3,12,283.1,3.68,1672.1,147.9,29.2,177.1,476,2014,3
12497,14,0,6360,-446,9,9886,-2141,0.508922141,1.264110864,-0.035688565,0.002156722,-0.106877546,0,4173,2611,72,2124.8764,6.7706,2611,-1434,1.99,71,-3.66,4173,2371,-45,2326,477,2014,3
3199.9,292.5,20.6,2168.5,586.4,1158.5,3189.8,922.2,0.677677427,1.003166343,0.183255727,0.445748365,0.22562524,0,2599,10.1,130.6,6147.8572,0.0953,10.1,205.7,9.617,925.2,2.45,2599,250.9,710.8,961.7,478,2014,3
6076.6,206,141.8,3739.5,493.5,1930.7,5828.5,-1209.5,0.615393477,1.042566698,0.081213178,0.186111299,0.047571309,0,10373.9,248.1,259.3,NA,2.4763,248.1,-146.6,8.9,942.7,0.09,10373.9,126.3,84.1,210.4,479,2014,4
2587.2,402.8,21.9,0,420.6,840,797,NA,0,3.246173149,0.162569573,0.42561816,0.213113093,NA,1973.6,1790.2,1,NA,NA,1790.2,269.5,9,0,1.46,1973.6,258.3,-4,254.3,480,2014,2
1175.33,87.604,0.032,778.83,51.01,136.325,1023.708,-14.338,0.662647937,1.148110594,0.043400577,0.376772621,0.140980535,0,361.823,151.622,30.752,188.0294,3.2636,151.519,-16.11,7.1,7.234,-0.33,361.823,33.879,-14.228,19.651,481,2014,4
2892,139,56,2384,484,900,3230,-3072,0.824343015,0.895356037,0.16735823,0.418994413,0.225325885,0.075,2148,-338,299,2185.398,-2.9404,-357,-6,4.5,0,-0.6,2148,58,-297,-239,482,2014,4
3224.612,156.498,18.069,1943.735,442.503,637.093,2699.65,-304.911,0.602781048,1.194455578,0.137226742,0.234483903,0.162864497,0,2717.001,524.962,102.73,1164.422,7.7892,522.463,40.878,12,204.789,1.91,2717.001,305.421,776.681,1082.102,483,2014,3
5279.5,36,13.9,1044.7,785.2,785.2,2403.2,2068.8,0.197878587,2.196862517,0.148726205,0.067745721,0.067745721,1.2,11590.4,2684.1,46.8,6328.301,31.5848,2668.6,430.7,65,820.7,5.17,11590.4,437.2,-177.3,259.9,484,2014,2
3874.348,148,64.431,674.015,469.544,1408.065,1505.496,1149.649,0.173968626,2.573469475,0.121193037,0.58778458,0.19600709,0,2395.546,2368.852,18.681,6878.0268,9.0949,2357.014,119.596,8.217,278.099,0.85,2395.546,407.083,-51.524,355.559,485,2014,2
2274.337,2.071,0,1070.445,346.204,397.986,1404.065,366.409,0.470662439,1.619823156,0.152221944,0.716793551,0.623531467,0.5,555.231,870.272,68.831,319.103,18.5725,870.272,-57.111,0.139,1.379,-1.24,555.231,400.984,232.907,633.891,486,2014,4
1678.889,427.376,0.676,8.845,155.635,268.606,387.849,636.025,0.005268365,4.328718135,0.092701185,0.096031513,0.055642333,0,2797.061,1291.04,1.89,1348.1674,24.362,1291.04,82.061,10.94,401.261,1.67,2797.061,136.661,-24.881,111.78,487,2014,3
4204,91,45,2175,448,536,3420,-37,0.517364415,1.229239766,0.106565176,0.318668252,0.266349584,0.775,1682,784,148,2927.33,5.8797,782,-22,3.5,0,0.36,1682,341,-213,128,488,2014,3
27421,509,235,16681,2782,3063,22807,1914,0.608329383,1.202306309,0.101455089,0.16433285,0.149256934,0,18639,4083,987,6293.8659,34.294,4003,96,135,557,3.25,18639,1615,2872,4487,489,2014,4
7517.858,124.485,217.415,4245.988,2081.248,5186.174,9139.715,-1658.026,0.564786938,0.822548406,0.276840558,0.547335376,0.219649525,0,9475.313,-1621.857,170.4,17406.6874,-50.2061,-1621.857,1061.629,76,3140.1,32.15,9475.313,1341.234,-911.557,429.677,490,2014,2
617.257,173.608,7.649,182.945,109.947,261.305,480.006,-747.216,0.29638384,1.285936009,0.178121917,0.512807178,0.215769353,0,509.558,135.712,19.382,452.331,0.8245,135.613,-129.921,0.879,51.162,-0.6,509.558,129.78,-55.974,73.806,491,2014,4
12314,1354,378,3120,1529,2052,8514,421,0.253370148,1.446323702,0.124167614,0.117210259,0.087336494,0.2,17507,3800,270,3894.8147,26.0822,3799,413,35.5,2496,4.68,17507,1492,-341,1151,492,2014,3
714.675,67.992,0,222.4,148.299,201.887,266.124,556.726,0.311190401,2.685496235,0.207505509,0.283200328,0.208028875,0,712.877,448.551,13.527,1587.0404,15.7342,448.551,66.749,7.9,91.088,2.8,712.877,97.679,-9.098,88.581,493,2014,3
38966,1539,2133,18725,4164,4351,31563,-2774,0.480547144,1.234546779,0.106862393,0.25376181,0.242855476,0.2,17146,7325,1639,9692.0283,6.0695,4272,325,18.5,702,1.57,17146,1866,-1262,604,494,2014,3
1743.7,177.7,172.6,225.1,180.9,238.6,727.8,184.3,0.129093307,2.395850508,0.10374491,0.175945727,0.133397242,1.4,1356.1,1015.9,40,1257.668,57.6986,1015.9,-3.6,2.65,214.7,4.08,1356.1,124.1,-71.2,52.9,495,2014,3
1921.272,224.064,6.75,351.22,10.943,482.891,524.435,-515.471,0.182805974,3.663508347,0.005695706,0.780380711,0.017684542,0,618.789,1396.837,13.43,8639.8838,9.4676,1396.837,-43.771,1.3,51.357,-0.6,618.789,11.139,308.76,319.899,496,2014,3
5266.434,197.882,61.918,1234.522,327.371,327.371,4229.531,-933.799,0.234413267,1.245157915,0.062161797,0.347307492,0.347307492,0,942.597,1036.903,69.348,NA,3.0627,1036.903,288.334,0.8,0,0.75,942.597,-409.984,-21.767,-431.751,497,2014,4
5568.851,393.95,7.522,3182.962,331.113,833.734,4528.943,1526.76,0.571565301,1.229613841,0.059458046,0.499070977,0.19820337,0,1670.572,1039.908,61.485,3998.5361,20.1322,1039.908,33.663,6.8,394.176,2.84,1670.572,248.325,3192.234,3440.559,498,2014,3
371.218,NA,1.706,96.069,32.296,312.013,230.347,-6.731,0.258794024,1.611559951,0.087000092,0.24080354,0.024925215,NA,1295.716,140.871,2.684,NA,5.3817,140.871,10.419,3.104,106.24,0.41,1295.716,16.941,27.368,44.309,499,2014,4
5169.16,197.04,0,250,287.079,287.079,3011.216,2049.908,0.048363757,1.716635406,0.055536876,0.338400877,0.338400877,1.2,848.34,2157.944,14.084,NA,38.1707,2157.944,195.108,0.967,0,3.33,848.34,96.002,-295.325,-199.323,500,2014,2
14316.559,1204.924,3.136,582.061,4604.913,8730.677,3502.519,9224.431,0.040656487,4.087503594,0.321649427,0.899761463,0.474570673,0,9703.324,10814.04,35.9,79622.4104,46.0815,10809.01,2903.041,7.55,804.022,12.55,9703.324,2942.115,-755.873,2186.242,501,2014,1
9768.527,11.675,112.989,124.95,161.04,161.04,8432.064,1349.919,0.012791079,1.15849773,0.016485597,0.152868274,0.152868274,0.92,1053.456,1336.463,14.198,1358.2897,32.6468,1336.463,266.63,1.383,0,2.5,1053.456,221.933,337.068,559.001,502,2014,2
928.651,146.113,1.954,330.573,161.215,249.585,537.819,-216.835,0.355971188,1.726698016,0.173601278,0.133946756,0.086520529,0,1863.315,390.832,22.165,852.8153,5.6644,390.832,60.311,5.1,177.144,0.91,1863.315,92.635,-44.027,48.608,503,2014,3
13880.2,799.5,143.7,3090.5,1103.9,1806.6,5186.5,2014.7,0.222655293,2.676217102,0.079530554,0.444887707,0.271842987,0.42,4060.8,8693.7,95.6,19502.688,64.9694,8692.9,267.9,10.22,631.6,3.89,4060.8,693.5,1028,1721.5,504,2014,2
34664,10027,483,11921,16326,22045,18830,13033,0.343901454,1.840892193,0.470978537,0.885697067,0.655926075,0,24890,15834,412,141295.74,10.3009,15441,12526,7,1386,8.02,24890,12818,-3025,9793,505,2014,1
5744,190,2,60,1299,5409,1931,1661,0.010445682,2.974624547,0.226149025,0.381076511,0.091517543,0.48,14194,3813,0,13734.844,10.5799,3813,571,87.2,441,1.57,14194,1088,-698,390,506,2014,2
8412.934,610.43,11.092,2203.031,1196.963,2296.589,3657.574,3448.274,0.26186239,2.300140476,0.142276523,0.647018702,0.337220742,0.8,3549.494,4755.36,78.637,15654.7001,47.4938,4755.36,531.023,10.137,193.766,6.48,3549.494,840.441,-298.104,542.337,507,2014,2
466.676,8.342,5.669,117.59,97.723,191.551,239.176,-154.833,0.251973532,1.951182393,0.209402241,0.235687779,0.120240128,0.4,812.732,227.5,5.243,965.7673,3.7643,227.5,23.45,1.896,110.57,0.69,812.732,86.91,-43.721,43.189,508,2014,3
63259,2618,1118,21376,6905,12015,38783,-82378,0.337912392,1.631101256,0.109154429,0.439160788,0.252384956,1.27,27359,24476,1353,71069.44,29.4183,24476,3411,25.6,1700,4.2,27359,3578,-3979,-401,509,2014,2
992.542,53.299,20.157,293.506,31.535,53.39,570.267,-36.559,0.295711416,1.740486474,0.031771955,0.143397767,0.084698419,0,372.321,422.275,24.505,263.9527,1.9038,422.275,-51.994,0.754,36.094,-0.27,372.321,50.57,-44.078,6.492,510,2014,4
8285.544,97.877,867.388,1402.135,1174.962,2525.977,3862.731,3057.758,0.169226668,2.144996377,0.141808673,0.323700196,0.150569633,0,7803.446,4422.813,87.407,11327.7637,60.5928,4418.006,-76.045,32.3,1543.313,8.21,7803.446,662.188,-25.55,636.638,511,2014,2
19802,126,589,8669,3900,5311,13616,8276,0.437784062,1.454318449,0.196949803,0.432738532,0.317770716,2.6,12273,6010,215,37476.7847,19.4391,5623,490,27.78,551,6.31,12273,2868,-1008,1860,512,2014,1
758.683,66.651,2.802,233.003,65.337,326.313,512.141,-380.289,0.307115093,1.481394772,0.086118972,0.238090826,0.04767245,0,1370.54,246.542,12.655,1461.0411,3.3529,246.542,6.882,4.556,131.497,0.15,1370.54,33.566,-27.289,6.277,513,2014,4
34269.3,358.4,160.8,20711.4,2615.8,4577.6,31551.1,-10357.7,0.604371843,1.086152305,0.07633071,0.410480819,0.23456303,0,11151.8,2647.8,1753,NA,-451900,-451.9,-797.8,23,90.3,NA,11151.8,1013.2,-721,292.2,514,2014,4
7395.9,363.7,94.3,997.6,973.3,2305.7,3899,2865.1,0.134885545,1.896870993,0.131599941,0.237121672,0.100095643,0.44,9723.7,3496.9,71.9,4029.3992,38.6837,3448.5,14.6,20.828,1750.7,4.74,9723.7,438.4,-662,-223.6,515,2014,2
17042,587,403,3859,1781,5321,10585,-8545,0.226440559,1.610014171,0.104506513,0.72100271,0.241327913,0,7380,6457,216,17588.739,4.8642,6457,-81,24,946,0.49,7380,1269,-150,1119,516,2014,2
2785.4,6.4,354.3,1398.2,504.9,504.9,2083.2,613.3,0.501974582,1.337077573,0.181266604,0.697857636,0.697857636,0,723.5,702.2,55.3,2809.7732,34.0907,702.2,266.3,1.303,0,12.62,723.5,365.2,0.4,365.6,517,2014,3
10202.5,661.8,522.4,3160.4,837.7,1803.1,5082.8,2632.7,0.309767214,2.007259778,0.082107327,0.224402932,0.104255081,0.2,8035.1,5119.7,185.8,7481.3252,14.0318,5115.8,533.8,5.621,8177.4,1.57,8035.1,-661.4,627.9,-33.5,518,2014,3
3366.7,205.8,403.5,933.9,291.4,726.1,2839.7,-79,0.277393293,1.185582984,0.086553598,0.121425466,0.048730727,0.72,5979.8,513.2,116.3,725.3767,9.2866,452.1,-778.9,13,1018.8,-1.06,5979.8,131.9,-123.1,8.8,519,2014,3
10752.9,1708.4,0,2048.3,3507.2,4493.5,5479.2,5231.9,0.190488147,1.962494525,0.326163175,0.273197631,0.213232165,1.1,16447.8,5273.7,70.3,56557.27,7.034,5272,2026.4,191,1090.9,2.68,16447.8,607.8,-623.3,-15.5,520,2014,1
11232,1870,31,7075,257,371,8209,-716,0.629896724,1.368254355,0.022881054,0.148578294,0.102923508,0,2497,3023,232,3776.663,21.1834,2636,-311,1.679,208,-2.51,2497,163,6126,6289,521,2014,4
7377.389,393.046,20.941,1627.842,1197.418,1821.789,3297.651,1459.26,0.220652862,2.237164879,0.162309186,0.399811308,0.262786336,0.32,4556.622,4079.738,99.334,3015.4274,27.262,4079.738,239.037,14.3,165.562,1.81,4556.622,1033.011,-357.168,675.843,522,2014,2
1148.727,78.676,0.291,449.948,87.119,489.805,662.274,87.628,0.391692717,1.734519247,0.075839603,0.305296764,0.054301505,0,1604.357,486.453,41.113,406.2484,9.5087,484.723,8.594,3.3,326.386,0.14,1604.357,126.467,-27.759,98.708,523,2014,4
1274.174,31.714,18.25,396.875,189.748,597.912,639.766,149.992,0.311476298,1.991625063,0.148918437,0.321471546,0.102019332,0,1859.922,634.408,12.73,1705.5345,12.3457,634.408,72.498,2.8,0,1.54,1859.922,96.022,-81.092,14.93,524,2014,3
9844.4,221.1,352.1,3660.3,996.3,996.3,6139,664.1,0.371815448,1.603583646,0.101204746,0.335240082,0.335240082,1.475,2971.9,3705.4,200.5,5555.6592,18.7043,2689.3,511.2,3.53,294.5,2.73,2971.9,762.5,58.2,820.7,525,2014,2
3226.7,249.6,5.9,1455.5,317.3,519.1,2337.8,1078.9,0.451080051,1.380229275,0.098335761,0.300927536,0.183942029,0.2,1725,888.9,45.2,2406.4425,24.9062,863,10.8,4.464,211.8,4.03,1725,310.8,1324.8,1635.6,526,2014,3
790.895,18.243,0,425,147.627,170.497,653.986,-149.114,0.537365896,1.20934546,0.186658153,0.757693726,0.656058768,0,225.021,136.909,39.28,242.0565,2.1154,136.908,37.706,0.141,0,0.39,225.021,178.208,-5.467,172.741,527,2014,4
6859.963,30.465,0,1209.926,570.246,570.246,4688.213,458.299,0.176375004,1.463236205,0.083126687,0.531606203,0.531606203,0.01,1072.685,2171.75,90.464,NA,11.3672,2171.75,973.678,1.702,0,12.26,1072.685,-136.174,482.016,345.842,528,2014,4
6516.7,0.12,0,2366,1414.374,1681.485,4230.045,2002.685,0.363067197,1.540574627,0.217038378,0.669657952,0.563279955,0.1,2510.961,2286.655,114.719,2602.7225,33.8949,2286.655,660.155,0.896,0,9.8,2510.961,1456.575,740.046,2196.621,529,2014,3
3245.033,434.183,48.499,834.383,250.484,410.022,1727.546,1191.897,0.257126199,1.878406132,0.07718997,0.310765397,0.189847763,0,1319.394,1517.487,60.632,1338.9134,77.1496,1399.494,97.819,4.901,22.783,4.87,1319.394,191.382,-57.175,134.207,530,2014,3
4274.878,990.405,0,1080,484.442,2226.371,2241.309,237.418,0.252638789,1.907313092,0.113323,0.715979209,0.155791824,1.16,3109.547,1993.142,56.314,5115.1746,23.6729,1991.953,340.219,5,0,2.78,3109.547,423.903,-80.98,342.923,531,2014,3
3632.393,142.34,0.168,716.316,491.808,530.098,1336.097,466.838,0.19720223,2.718659648,0.135395041,0.790292235,0.733207904,0,670.762,2296.296,33.673,3575.2397,26.8087,2296.296,230.509,0.203,0,2.45,670.762,409.873,410.168,820.041,532,2014,4
7393.64,498.514,16.343,587.201,441.329,546.15,1815.726,-71.931,0.079419745,4.072002053,0.059690355,0.51142477,0.413268483,0.0182,1067.899,5577.914,43.229,4350.1062,7.3692,5272.5,101.536,7.287,223.412,0.14,1067.899,283.345,10.11,293.455,533,2014,3
24162,482,148,2489,1528,1528,11685,1083,0.103012996,2.067779204,0.063239798,0.332607749,0.332607749,NA,4594,12477,255,NA,49.4023,12461,425,NA,327,1.68,4594,1331,-180,1151,534,2014,2
52529.1,250,697.4,14846.3,3652.3,7779.3,24193.6,-663.6,0.282630009,2.171198168,0.06952908,0.595553616,0.279606195,0,13062.3,28335.5,411.8,68445.319,106.548,28331.1,-2186.4,21.6,2075.5,-1.95,13062.3,2280,3017.5,5297.5,535,2014,2
23466,1935,0,3825,2811,10450,13820,10139,0.16300179,1.697973951,0.119790335,0.215463918,0.057958763,1.1,48500,9646,155,NA,64.4769,9646,1212,57,0,7.59,48500,1618,-758,860,536,2014,2
5201,849,0,499,1511,4015,2123,5947,0.095943088,2.449835139,0.290521054,0.891034177,0.33533067,0.82,4506,3078,31,23357.3515,10.8019,3078,885,8,0,2.97,4506,1446,-1551,-105,537,2014,2
3313.089,466.607,157.394,386.681,307.3,582.083,2066.334,-4601.474,0.116713134,1.603365671,0.092753319,0.093656166,0.049444048,0,6215.106,1246.755,30.804,1713.795,15.1753,1246.755,195.78,43.101,893.178,2.53,6215.106,307.382,-103.027,204.355,538,2014,3
17108,848,1538,3559,1676,3781,10421,4859,0.20803133,1.641685059,0.097965864,0.235693804,0.104475751,3,16042,6687,231,13639.68,46.3889,6680,320,15.5,3505,5.21,16042,1294,856,2150,539,2014,2
6540.301,250.56,0.025,1396.615,1468.279,3906.806,4521.883,822.473,0.213539866,1.446366702,0.22449716,0.541402736,0.203473187,0,7216.081,2018.418,64.77,19570.7699,19.8657,2018.418,778.182,67.569,2554.789,7.46,7216.081,1190.43,-747.786,442.644,540,2014,2
20713.19,189.241,799.63,7644.318,1707.146,2756.098,12428.831,5678.254,0.369055563,1.6665437,0.082418304,0.341360849,0.211441251,1.05,8073.855,8284.359,278.972,18076.6517,37.7769,8284.359,-138.519,64.3,123.49,3.26,8073.855,1743.759,17.48,1761.239,541,2014,3
2711.2,238.6,61.8,962,364.3,869.5,1934,217.4,0.354824432,1.401861427,0.134368545,0.226697953,0.094981098,0.32,3835.5,777.2,63.3,3385.363,8.6932,776.3,51.7,6.9,309,1.49,3835.5,208.4,-218.4,-10,542,2014,3
8479.746,1000.249,12.96,1669.585,797.675,1502.016,6219.378,1332.734,0.196890921,1.363439559,0.094068266,0.095292608,0.050607005,0.32,15762.146,2260.368,128.055,4188.9801,11.549,2241.828,247.027,142,2008.077,0.39,15762.146,498.857,-576.819,-77.962,543,2014,2
